회사명,종목코드,티커,시장구분,업종,주요제품,상장일,결산월,대표자,홈페이지,주소지,alias
미래에셋비전스팩4호,477380,477380.KQ,KOSDAQ,금융 지원 서비스업,기업인수목적회사(기타금융서비스),2024-05-29,12월,김정수,,서울특별시,미래에셋비전스팩4호
미래에셋비전스팩5호,477470,477470.KQ,KOSDAQ,금융 지원 서비스업,기업인수합병,2024-06-19,12월,김대호,,서울특별시,미래에셋비전스팩5호
미래에셋비전스팩6호,478440,478440.KQ,KOSDAQ,금융 지원 서비스업,기업인수합병,2024-06-24,12월,정명훈,,서울특별시,미래에셋비전스팩6호
미래에셋비전스팩7호,482680,482680.KQ,KOSDAQ,금융 지원 서비스업,기업인수합병,2024-09-11,12월,송우영,,서울특별시,미래에셋비전스팩7호
미래에셋생명,85620,085620.KS,KOSPI,보험업,생명보험상품,2015-07-08,12월,"김재식, 황문규",http://life.miraeasset.com,서울특별시,미래에셋생명
미래에셋증권,6800,006800.KS,KOSPI,금융 지원 서비스업,"유가증권매매,유가증권위탁매매,유가증권인수",1975-09-30,12월,"김미섭, 허선호",http://securities.miraeasset.com,서울특별시,미래에셋증권
미래엔에듀파트너,208890,208890.KQ,KONEX,교육지원 서비스업,방과후 교육,2014-12-18,12월,"최용섭, 강윤구",http://www.edupartner.co.kr,서울특별시,미래엔에듀파트너
미래컴퍼니,49950,049950.KQ,KOSDAQ,특수 목적용 기계 제조업,EdgeGrinder,2005-01-04,12월,김준구,http://www.meerecompany.com,경기도,미래컴퍼니
미스터블루,207760,207760.KQ,KOSDAQ,기타 정보 서비스업,"온라인 만화 콘텐츠 서비스 및 제공, 만화 출판",2014-12-12,12월,조승진,http://www.mrbluecorp.com,서울특별시,미스터블루
미원상사,2840,002840.KS,KOSPI,기타 화학제품 제조업,"계면활성제,분황,황산,도료첨가제,프라스틱첨가제 제조",1989-09-25,12월,"홍창식, 강신우(각자대표)",http://www.mwc.co.kr,경기도,미원상사
미원에스씨,268280,268280.KS,KOSPI,기초 화학물질 제조업,에너지경화수지,2017-05-22,12월,"김형웅, 배원",http://www.miramer.co.kr,전북특별자치도,미원에스씨
미원홀딩스,107590,107590.KS,KOSPI,기타 금융업,도료첨가제,2009-03-02,12월,"김정돈, 손응주",https://www.mwc.co.kr,경기도,미원홀딩스
미원화학,134380,134380.KS,KOSPI,기타 화학제품 제조업,"계면활성제, 황산및분황",2011-02-15,12월,"김정만, 김태호 (각자대표)",http://www.miwonchemicals.com,울산광역시,미원화학
미쥬,351020,351020.KQ,KONEX,봉제의복 제조업,"여성의류, 골프의류 등",2023-10-26,12월,황승주,http://lenic.co.kr,서울특별시,미쥬
미창석유공업,3650,003650.KS,KOSPI,석유 정제품 제조업,"윤활유,고무배합유,전기절연유 제조,판매,수출입",1989-09-27,12월,유재순,http://www.michang.co.kr,부산광역시,미창석유공업
미코,59090,059090.KQ,KOSDAQ,반도체 제조업,반도체 및 디스플레이 부품 제조,2002-01-15,12월,이석윤,http://www.mico.kr,경기도,미코
미코바이오메드,214610,214610.KQ,KOSDAQ,의료용 기기 제조업,체외진단용 의료기기,2020-10-22,12월,정민영,http://www.micobiomed.com,경기도,미코바이오메드
미투온,201490,201490.KQ,KOSDAQ,소프트웨어 개발 및 공급업,소셜 카지노 게임,2016-10-10,12월,손창욱,http://www.me2on.com,서울특별시,미투온
미트박스,475460,475460.KQ,KOSDAQ,기타 정보 서비스업,축산물 도소매 판매 및 중개,2025-01-23,12월,김기봉,http://www.meatbox.co.kr,서울특별시,미트박스
민테크,452200,452200.KQ,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","배터리 진단시스템, 배터리 시스템, 충방전 검사장비",2024-05-03,12월,홍영진,http://www.g-mintech.co.kr,대전광역시,민테크
밀리의서재,418470,418470.KQ,KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업",전자책 정기구독 서비스,2023-09-27,12월,박현진,http://www.millie.co.kr/v3/brand/update,서울특별시,밀리의서재
바디텍메드,206640,206640.KQ,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,면역진단기기 및 카트리지,2014-12-29,12월,최의열,http://www.boditech.co.kr,강원특별자치도,바디텍메드
바른손,18700,018700.KQ,KOSDAQ,생활용품 도매업,지제품,1994-03-18,12월,"강신범, 문양권",http://www.barunson.co.kr,경기도,바른손
바른손이앤에이,35620,035620.KQ,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업",영화 및 콘텐츠 투자배급,1999-08-13,12월,"문양권, 최윤희",http://www.barunsonena.com,서울특별시,바른손이앤에이
바스칸바이오제약,354390,354390.KQ,KONEX,의약품 제조업,"일반의약품, 전문의약품, 의료기기",2022-07-20,12월,이법표,http://www.baskhanbio.com,경기도,바스칸바이오제약
바이넥스,53030,053030.KQ,KOSDAQ,의약품 제조업,"정장제, 소화제",2001-08-07,12월,이혁종,http://www.bi-nex.co.kr,부산광역시,바이넥스
바이브컴퍼니,301300,301300.KQ,KOSDAQ,소프트웨어 개발 및 공급업,"소셜 빅데이터 기반 인공지능 서비스 (소셜메트릭스), 문제 해결 솔루션 (AI Solver)",2020-10-28,12월,김경서,http://www.vaiv.kr,서울특별시,바이브컴퍼니
바이오노트,377740,377740.KS,KOSPI,의료용품 및 기타 의약 관련제품 제조업,"Rapid 반제품 및 완제품, 동물용신속진단 키트",2022-12-22,12월,조병기,http://www.bionote.co.kr,경기도,바이오노트
바이오니아,64550,064550.KQ,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,"합성유전자,시약및유전자분석장비",2005-12-29,12월,박한오,http://www.bioneer.co.kr,대전광역시,바이오니아
바이오다인,314930,314930.KQ,KOSDAQ,의료용 기기 제조업,액상세포검사 장비 및 소모품,2021-03-17,12월,임욱빈,http://www.biodyne.asia,서울특별시,바이오다인
바이오로그디바이스,208710,208710.KQ,KOSDAQ,전자부품 제조업,모바일용 카메라모듈 부품외,2014-12-24,12월,김정욱,http://www.biologdevice.com,경기도,바이오로그디바이스
바이오솔루션,86820,086820.KQ,KOSDAQ,기초 의약물질 제조업,"세포치료제, 인체조직모델 등",2018-08-20,12월,이정선,http://www.biosolutions.co.kr,서울특별시,바이오솔루션
바이오스마트,38460,038460.KQ,KOSDAQ,전자부품 제조업,"M/S 카드제조업, IC 카드제조, 카드장비판매",2000-06-22,12월,윤호권,http://www.bio-smart.com,서울특별시,바이오스마트
바이오에프디엔씨,251120,251120.KQ,KOSDAQ,기초 의약물질 제조업,식물세포 유래 유효물질 및 약리물질,2022-02-21,12월,"모상현, 정대현",http://www.biofdnc.com,인천광역시,바이오에프디엔씨
바이오인프라,199730,199730.KQ,KOSDAQ,자연과학 및 공학 연구개발업,"생동성시험, 검체 분석",2023-03-02,12월,이상득,http://bioinfrakorea.co.kr,경기도,바이오인프라
바이오인프라생명과학,266470,266470.KQ,KONEX,자연과학 및 공학 연구개발업,I-FINDER(바이오마커 진단),2020-07-22,12월,이덕윤,http://bioinfra.co.kr,서울특별시,바이오인프라생명과학
바이오텐,289170,289170.KQ,KONEX,기타 식품 제조업,"일반식품, 건강기능식품, 보조사료",2023-10-13,12월,김영철,http://www.bioten.co.kr,전북특별자치도,바이오텐
바이오톡스텍,86040,086040.KQ,KOSDAQ,자연과학 및 공학 연구개발업,"안전성평가, 유효성평가",2007-09-21,12월,강종구,http://www.biotoxtech.com,충청북도,바이오톡스텍
바이오프로테크,199290,199290.KQ,KONEX,의료용 기기 제조업,심전도 측정용 전극 등,2016-12-08,12월,"박익로,김병전 (공동대표이사)",http://www.protechsite.com,강원특별자치도,바이오프로테크
바이오플러스,99430,099430.KQ,KOSDAQ,기초 의약물질 제조업,"생체재료 개질 기술을 사용한 히알루론산(HA) 기반 더말필러, 유착방지제 및 그 응용제품",2021-09-27,12월,정현규,http://bioplus.co.kr,경기도,바이오플러스
바이온,32980,032980.KQ,KOSDAQ,음·식료품 및 담배 도매업,"배너,타포린,화장품,자동차부품",1997-08-06,12월,"류진형, 최석민 (각자대표이사)",http://www.by-on.co.kr,경기도,바이온
바이젠셀,308080,308080.KQ,KOSDAQ,자연과학 및 공학 연구개발업,"면역세포치료제 (면역항암제, 면역조절치료제 등)",2021-08-25,12월,기평석,http://www.vigencell.com/kr/index.asp,서울특별시,바이젠셀
바텍,43150,043150.KQ,KOSDAQ,의료용 기기 제조업,"치과용 디지털 X-ray기기 (파노라마, CT) 및 구강스캐너 등",2006-09-29,12월,황규호,http://www.vatech.co.kr,경기도,바텍
박셀바이오,323990,323990.KQ,KOSDAQ,자연과학 및 공학 연구개발업,"항암면역세포치료제(자연살해세포, 수지상세포, CAR-T 및 인터루킨 기반 항암제)",2020-09-22,12월,이제중 (단독 대표이사),http://www.vaxcell-bio.com,전라남도,박셀바이오
방림,3610,003610.KS,KOSPI,직물직조 및 직물제품 제조업,"P/C혼방직물,면방적,각종사류,직물류 제조,도소매",1989-05-30,09월,서재희 대표집행임원,http://www.pangrim.com,서울특별시,방림
배럴,267790,267790.KQ,KOSDAQ,봉제의복 제조업,래쉬가드 및 워터스포츠 등,2018-02-01,12월,박영준,http://www.getbarrel.com,서울특별시,배럴
백광산업,1340,001340.KS,KOSPI,기초 화학물질 제조업,"가성소다,합성염산 제조,판매",1976-06-10,12월,윤해구,http://www.pkc.kr,전북특별자치도,백광산업
백금T&A,46310,046310.KQ,KOSDAQ,통신 및 방송 장비 제조업,레이더디텍터,2002-02-05,12월,"임학규, 김병남 (공동 대표이사)",http://www.bgtna.com,경기도,"백금t&a, 백금T&A"
백산,35150,035150.KS,KOSPI,플라스틱제품 제조업,"P.U.인조피혁,부직포인공피혁 제조,무역",1999-08-11,12월,"김한준, 전제형(각자 대표이사)",http://www.baiksan.co.kr,경기도,백산
밸로프,331520,331520.KQ,KOSDAQ,소프트웨어 개발 및 공급업,기업인수합병,2019-10-29,12월,신재명,http://www.valofe.com,서울특별시,밸로프
뱅크웨어글로벌,199480,199480.KQ,KOSDAQ,소프트웨어 개발 및 공급업,국내외 은행 및 금융기업 대상 코어뱅킹 소프트웨어,2024-08-12,12월,"이경조, 이은중",http://bankwareglobal.com,서울특별시,뱅크웨어글로벌
버넥트,438700,438700.KQ,KOSDAQ,소프트웨어 개발 및 공급업,산업용 XR 솔루션,2023-07-26,12월,하태진,http://www.virnect.com,서울특별시,버넥트
버킷스튜디오,66410,066410.KQ,KOSDAQ,전기 통신업,DVD타이틀,2003-12-19,12월,강지연,http://www.towin-global.com,서울특별시,버킷스튜디오
범양건영,2410,002410.KS,KOSPI,건물 건설업,"토목공사,주택건설,건축공사,난방공사,전기공사,포장공사",1988-05-25,12월,강병주,http://www.iby.co.kr,부산광역시,범양건영
범한퓨얼셀,382900,382900.KQ,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","잠수함용 연료전지모듈, 건물용 연료전지 시스템, 수소충전소 구축",2022-06-17,12월,황정태,http://www.bumhanfuelcell.com,경상남도,범한퓨얼셀
베노티앤알,206400,206400.KQ,KOSDAQ,실내건축 및 건축마무리 공사업,"웹게임, 모바일게임",2014-12-10,12월,정집훈,http://www.benotnr.com,서울특별시,베노티앤알
베뉴지,19010,019010.KQ,KOSDAQ,종합 소매업,"백화점,예식장업",1993-11-05,12월,"김만진, 김창희(각자 대표이사)",http://www.venueg.com,서울특별시,베뉴지
베셀,177350,177350.KQ,KOSDAQ,특수 목적용 기계 제조업,디스플레이 제조장비,2015-06-19,12월,권현기,http://www.vessel21.com,경기도,베셀
벡트,457600,457600.KQ,KOSDAQ,영상 및 음향기기 제조업,"프로젝터, 전자칠판, 전자교탁 및 관련 영상 소프트웨어, 콘텐츠 등",2024-12-16,12월,유창수,http://vect.co.kr,서울특별시,벡트
벨로크,424760,424760.KQ,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","보안솔루션,보안서비스",2022-07-22,12월,이정현,http://www.bellock.co.kr,울산광역시,벨로크
벽산,7210,007210.KS,KOSPI,기타 비금속 광물제품 제조업,"단열재, 천장재, 외장재, 내장재, 외단열, 바닥재 등",1972-01-04,12월,김 성 식,http://www.byucksan.com,서울특별시,벽산
보광산업,225530,225530.KQ,KOSDAQ,기타 비금속 광물제품 제조업,"콘크리트용 부순골재, 아스콘, 레미콘",2015-12-17,12월,김윤수,http://www.bokwangindustry.co.kr,대구광역시,보광산업
보라티알,250000,250000.KQ,KOSDAQ,음·식료품 및 담배 도매업,"유가공품, 소스류, 파스타류",2017-06-08,12월,"김대영,허훈(각자대표)",http://www.boratr.co.kr,서울특별시,보라티알
보락,2760,002760.KS,KOSPI,기타 화학제품 제조업,"식품향료,식품첨가물,화학제품,껌베이스(자일리톨,에리스리톨),담배향료 제조,판매",1989-11-30,12월,정기련,http://www.bolak.co.kr,경기도,보락
보령,3850,003850.KS,KOSPI,의약품 제조업,"의약품(제산제(겔포스),구심,용각산,고혈압치료제(카프릴),소염진통제(멘소레담),항생제(듀리세프),혈전치료제(아스트릭스)) 제조",1988-10-24,12월,김정균,http://www.boryung.co.kr,서울특별시,보령
보로노이,310210,310210.KQ,KOSDAQ,기초 의약물질 제조업,표적치료제,2022-06-24,12월,김현태,http://voronoi.io,인천광역시,보로노이
보성파워텍,6910,006910.KQ,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업",송배전용자재,1994-09-07,12월,임재황,http://www.bosungpower.co.kr,충청북도,보성파워텍
보해양조,890,000890.KS,KOSPI,알코올음료 제조업,"주류(소주,매취,실비우스,위스키) 제조,음료 도매",1988-09-23,12월,조영석,http://www.bohae.co.kr,전라남도,보해양조
본느,226340,226340.KQ,KOSDAQ,기타 화학제품 제조업,기업인수합병,2015-11-05,12월,강은실,http://www.bonne.co.kr,서울특별시,본느
볼빅,206950,206950.KQ,KONEX,운동 및 경기용구 제조업,골프공,2015-12-30,12월,홍승석,http://www.volvik.co.kr,충청북도,볼빅
부광약품,3000,003000.KS,KOSPI,의약품 제조업,"의약품,치약,의약부외품(부광탁스,레가론,부광안티프라그) 제조",1988-08-05,12월,이제영,http://www.bukwang.co.kr,서울특별시,부광약품
부국증권,1270,001270.KS,KOSPI,금융 지원 서비스업,"유가증권 매매,위탁매매,인수,주선",1988-07-19,12월,박현철,http://www.bookook.co.kr,서울특별시,부국증권
부국철강,26940,026940.KS,KOSPI,1차 철강 제조업,철강,2008-10-14,12월,남상규/손일호,http://www.bks.co.kr,광주광역시,부국철강
부방,14470,014470.KQ,KOSDAQ,부동산 임대 및 공급업,"자회사관리, 부동산임대",1994-02-25,12월,박규원,http://www.bubang.com,서울특별시,부방
부산산업,11390,011390.KS,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘 제조,판매",1990-09-14,12월,정영교,http://www.busanind.co.kr,부산광역시,부산산업
부산주공,5030,005030.KS,KOSPI,자동차 신품 부품 제조업,"자동차부품(엔진부품,조향장치부품,브레이장치부품,오토미셧부품) 제조,도매/부동산 임대",1975-12-26,12월,장세훈,http://www.pci21c.com,부산광역시,부산주공
부스타,8470,008470.KQ,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업","관류보일러,진공온수보일러,무압온수보일러,난방기 제조,판매",2011-02-23,12월,유승협,http://www.booster.co.kr,충청북도,부스타
뷰노,338220,338220.KQ,KOSDAQ,소프트웨어 개발 및 공급업,"뷰노메드 음성솔루션, 뷰노메드 영상솔루션, 기타 솔루션 등",2021-02-26,12월,이예하,http://www.vuno.co,서울특별시,뷰노
뷰웍스,100120,100120.KQ,KOSDAQ,의료용 기기 제조업,X-Ray Detector,2009-04-10,12월,김후식,http://www.vieworks.com,경기도,뷰웍스
뷰티스킨,406820,406820.KQ,KOSDAQ,기타 화학제품 제조업,"화장품 제조, 브랜드, 유통 사업",2023-07-24,12월,"김종수, 최범석",http://beautyskincorp.co.kr,인천광역시,뷰티스킨
브랜드엑스코퍼레이션,337930,337930.KQ,KOSDAQ,기타 정보 서비스업,"애슬레저의류, 생활/청결 용품",2020-08-13,12월,이수연 (단독 대표이사),http://www.brandxcorp.com,서울특별시,브랜드엑스코퍼레이션
